624	123	19	60.02
9249	12	9	24.09
4	20054	3	31.99
1294	101	24	20.18
106	9230	6	25.86
1476	106	19	42.18
124	6246	4	20.22
123	5009	3	11.74
2293	12	16	10
3912	18438	4	75.27
104	3588	5	6.02
101	3029	11	11.45
118	13195	6	45.9
12296	101	4	9.63
105	1608	27	73.5
18120	12	3	7.32
3581	447	15	181.54
102	5450	5	8.8
4570	12	19	44.78
102	7546	6	17.46
119	8605	3	14.23
14128	101	3	6.48
127	5574	5	28.39
102	6096	5	10.07
103	5716	16	73.26
101	7081	8	18.63
2462	102	11	16.76
224	108	126	310.85
1656	117	17	72.19
29029	14	3	14.38
11901	101	3	5.1
19958	1645	4	67.36
272	5655	29	411.98
1449	105	14	18.7
124	4854	3	11.64
3620	13	3	22.24
125	274	20	33.68
150	299	13	39.4
3723	9	5	17.81
2730	128	4	14.8
240	750	7	37.33
14179	101	8	37.09
5317	14	6	7.04
15638	107	6	39.54
105	22131	3	15.16
12	21323	6	32.68
22685	104	4	25.66
106	15457	6	37.76
1168	117	5	6.63
2223	133	3	10.12
111	15333	6	45.28
155	726	4	10.86
105	19649	3	13.96
104	4792	10	30.87
386	1946	3	20.65
172	8958	5	47.57
13585	106	3	11.94
2971	12	72	355.83
6134	107	5	15.17
8307	102	4	9.42
105	2562	8	11.38
113	29948	3	24.7
101	3677	26	82.56
220	1	4	8.94
128	729	22	95.1
188	164	12	27.22
9067	133	3	20.21
2327	1089	9	104.54
105	2843	5	4.44
1782	101	15	10.15
123	19053	3	23.51
7818	106	3	7.18
1112	125	7	16.74
3065	310	3	22.04
103	6808	6	17.57
8151	101	8	21.36
1978	106	6	5.24
955	108	8	5.03
1744	319	7	55.3
57	735	29	118.14
83	222	4	15.75
179	2920	4	25.27
102	19926	6	38.34
336	608	15	111.4
108	9848	7	37.72
113	8668	4	18.72
35000	1200	3	55.6
6110	14	5	5.75
3618	9	3	7.61
13679	103	4	16.35
770	106	27	44.89
585	9499	3	34.84
4761	104	4	5.57
7476	123	3	14.87
30542	14	3	18.79
112	864	6	4.16
125	12339	10	96.41
108	5867	4	11.04
113	4458	14	78.77
8272	14	4	5.8
2998	104	10	20.26
116	859	16	41.15
107	34501	3	25.46
2010	9187	14	254.84
207	2882	4	27.07
117	3760	4	12.73
12669	101	5	15.41
510	14051	4	53.17
9313	102	4	10.57
6119	109	3	7.41
10342	101	5	12.2
105	10786	4	13.64
368	238	5	16.36
6147	102	7	18.6
106	16599	3	14.14
173	902	4	14.56
15356	9	5	39.1
3908	141	3	15.42
6651	27451	3	63.17
8	2179	4	8.11
471	130	8	17.45
10316	191	3	28.16
106	8023	3	7.42
112	2570	5	11.16
14670	110	3	15.74
734	105	15	7.26
35884	12	3	16.34
538	636	4	23.61
3439	151	4	23.28
9838	109	10	64.89
8815	107	5	20.37
6638	101	23	113.9
111	3627	7	23.62
6323	106	3	5.79
7346	108	4	13.37
319	757	3	13.38
135	1601	4	13.81
106	1024	19	29.64
3770	1468	3	33.26
5638	12	12	22.79
2304	4407	6	83.42
101	11318	4	8.46
3303	12	15	16.78
101	12803	3	5.97
332	144	4	3.97
119	666	14	30.7
207	1567	7	45.85
178	345	4	8.16
101	13068	3	5.97
270	106	182	568.67
2511	104	23	74.57
461	101	87	111.72
104	10162	4	12.64
103	9798	6	23.31
1068	125	5	8.73
142	4608	3	16.62
108	2641	7	14.65
140	394	24	105.24
24242	14	3	12.24
15822	120	3	20.34
2069	2	4	8.38
138	4605	3	16.21
18314	14	3	9.59
6602	111	3	9.32
10828	101	8	29.62
15148	110	6	42.26
7430	5043	18	371.4
5628	9	11	69.1
112	8566	18	157.63
104	35745	3	22.96
247	729	26	209.06
107	13915	3	12.8
101	16522	3	8.51
17184	126	3	22.94
5928	14	5	5.52
120	383	413	3542.25
104	6706	3	4.82
418	485	13	93.99
101	5729	9	17.91
385	3474	5	46.08
190	1915	5	30.79
103	388	31	15.22
120	17705	4	31.27
14822	12	3	5.07
128	2387	5	19.28
1237	117	5	7.16
314	129	7	7.44
102	2493	20	53.28
1713	144	4	15.77
104	281	139	313.97
2641	12	26	43.2
101	3978	14	28.34
105	2256	8	9.71
133	7843	3	19.05
102	6609	15	69.26
12	7805	7	11.46
101	7401	7	14.95
1497	233	7	46.93
104	5033	4	6.03
8	10843	7	51.3
2047	150	3	12.24
1050	113	23	75.71
246	204	4	6.71
101	34844	3	18.64
3693	104	12	33.92
125	1995	4	10.03
245	6398	5	47.81
109	9777	5	23.75
6	33751	3	58.37
12	20185	4	14.42
108	12625	4	20.07
243	402	6	23.17
122	880	4	4.14
1135	105	11	6.9
3179	14	11	12.79
120	1267	12	38.65
1227	144	7	30.21
2599	109	4	5.02
101	22167	3	10.6
358	3159	3	23.23
586	577	3	15.96
934	213	26	213.52
7135	2	5	26.76
8286	8	4	20.45
105	2060	11	17.37
129	1308	4	10.35
132	968	10	39.05
157	554	4	9.44
132	2824	3	11.4
5774	1650	16	261.04
101	2590	22	42.82
16998	104	3	12.6
101	6811	11	32.39
106	25732	3	20.09
575	189	28	201.03
5494	104	6	14.49
122	21908	4	36.36
2587	112	3	4.19
573	103	66	153.16
104	5919	9	30.69
5394	14	7	10.31
1209	178	7	38.41
12171	106	3	10.85
132	113	178	286.89
8655	133	9	82.52
789	2116	9	96.53
101	2823	14	18.26
108	10346	3	11.24
3647	104	9	20.13
486	755	4	23.98
395	1954	3	20.8
421	1603	6	48.51
15643	9	5	39.1
12	24245	4	16.92
15575	11	4	63.48
121	3422	10	52.54
103	19490	4	21.03
1771	117	4	6.82
106	14571	4	19.49
123	572	84	507.69
101	33429	3	18.64
1400	712	3	22.11
1587	471	3	20.73
111	5647	6	24.78
107	5184	5	13.3
5452	12	6	3.88
2169	14	12	8.25
2778	124	4	12.59
