127	305	101	79.33
150	267	45	8.9
185	217	35	8.56
113	13634	4	7.83
22813	115	3	8.59
62	30479	3	24.19
3395	182	4	8.1
178	3637	4	7.9
1676	3662	5	41.99
13183	113	4	7.83
5224	927	3	20.54
6615	5226	8	113.71
7159	378	3	16.36
166	8792	3	9.35
1322	4349	8	74.88
1920	367	4	11.4
5593	104	15	16.2
428	570	6	9.48
1922	595	4	15.98
8441	120	8	23.3
583	391	12	30.66
4129	115	9	6.68
102	20851	4	9.81
3105	729	3	15.2
1301	529	3	7.22
1267	741	8	40.19
101	3025	33	13.48
3275	199	4	8.94
207	14361	3	18.72
9225	102	8	8.81
311	185	51	76.12
5260	107	11	8.95
863	7395	3	22.8
3788	2480	4	35.74
161	1928	12	25.12
8773	26115	3	54.99
101	669	145	12.15
12	1048	71	9.88
2130	1044	3	15.38
102	1969	36	12.14
103	1854	35	7.25
352	2873	4	14.36
573	641	13	51.58
11506	119	8	33.51
11534	130	9	53.09
420	3678	23	206.78
6099	283	3	12.82
511	3542	3	13.55
543	3035	3	12.99
357	1263	5	11.56
539	1879	4	14.83
11470	124	4	9.97
14417	131	3	9.64
103	5714	12	6.9
419	1400	5	14.76
1435	101	77	29.55
416	742	5	8.62
105	7457	10	13.48
15632	1063	3	30.81
10323	259	4	24.94
2422	57	12	19.92
101	7077	14	11.18
6939	8667	12	222.68
859	982	3	8.79
12	2492	30	7.71
3477	6021	10	134.74
1267	572	5	17.29
4272	102	21	22.89
157	3081	6	10.29
1328	151	18	29.45
726	1062	3	8.02
1236	106	43	7.1
658	132	28	15.68
3577	4569	3	29.19
155	444	32	24.67
6938	14741	4	66.61
104	1873	34	8.04
1296	3327	3	19.51
102	1131	80	51.94
1617	212	6	10.17
12	277	396	67.37
5899	1411	4	34.81
101	391	307	42.1
6682	150	5	14.21
7672	111	6	7.57
6678	1627	5	49.84
129	6958	5	11.34
2430	1621	5	36.33
24523	16683	3	61.76
8153	2486	3	31.05
583	669	5	11.07
26710	104	3	7.44
1029	544	4	10.13
5982	118	7	11.06
6625	24774	3	52.64
19715	17102	4	84.01
716	163	13	6.89
127	1012	19	10.52
209	621	10	8.24
129	274	85	41.02
2149	392	4	13.16
12	17843	5	10.39
2282	109	25	21.48
276	187	26	9.65
9281	112	5	6.98
277	839	6	7.6
136	13763	3	9.45
102	23989	3	7.36
363	1162	5	11.03
514	2517	3	11.37
361	359	28	77.27
227	11221	3	16.26
220	22236	3	22.14
1953	481	3	9.14
488	783	4	7.17
211	5303	4	14.18
122	831	25	7.69
10142	118	4	7.41
23707	102	3	7.36
110	14961	4	8.48
106	15457	6	16.91
5283	376	3	14.43
12640	103	7	11.75
1261	408	4	9.06
1472	5333	3	23.59
4806	102	15	9
9281	1867	9	119.46
28328	57	3	18.72
576	122	35	7.02
475	901	5	11.94
104	7143	16	39.71
17424	128	3	10.59
4147	2651	4	37.43
142	9834	4	13.2
2967	14	45	11.64
1883	183	6	8.79
1974	195	5	7.66
4239	4587	4	43.1
8	3523	7	11.05
825	521	6	16.39
724	113	42	7.03
130	2600	8	7.05
20041	116	3	8.82
155	2024	9	12.99
130	116	717	29.45
161	772	14	9.95
1234	2664	3	17.94
102	826	84	16.97
253	3143	3	7.24
105	213	428	48.91
286	3263	3	8.76
695	1148	5	19.84
12	1692	58	33.84
16674	16673	5	109.03
280	1084	7	13.74
729	1306	6	26.9
162	2517	7	11.81
7814	106	8	6.78
131	593	30	11.98
21	1451	12	7.39
1111	129	24	27.97
102	484	134	11.29
105	855	87	41.09
280	2673	3	6.96
12	1413	53	8.5
1202	137	15	10.89
14380	133	3	10.36
16325	1280	5	67.55
101	1289	71	6.66
1622	425	4	11.53
539	725	5	10.97
12947	487	7	79.19
1561	119	26	29.39
512	132	29	8.85
188	4460	4	10.69
3545	817	6	42.38
1597	2809	3	19.68
863	153	14	9.59
123	122	661	62.57
1132	489	5	14.55
242	3221	3	7.19
180	544	20	22.4
1676	404	3	6.9
11197	127	3	6.71
845	797	5	16.9
104	20171	4	9.93
23328	118	3	10.54
103	19551	4	9.76
154	2564	50	326.71
149	3291	6	9.1
303	1186	9	25.5
3877	525	4	21.72
