177	1141	21	165.44
1293	14	43	74.39
363	153	7	20.86
1407	563	22	245.06
5024	1242	3	33.2
24571	2	4	22.3
2	38424	3	22.38
969	3573	4	41.75
33293	104	3	22.94
101	2647	6	4.2
128	3997	4	20.71
825	1535	4	33.69
10583	31990	3	65.15
102	5569	6	16.71
103	6197	3	6.75
1496	3257	9	114.82
4572	12	12	10.48
104	5472	4	11.12
574	675	4	24.98
1404	2862	11	140.56
280	5706	3	25.7
8827	12	6	6.22
1983	261	3	18.27
1489	13708	14	264.09
623	5662	3	30.31
342	6837	4	39.95
121	644	16	66.61
119	1506	49	382.83
4295	12	16	19.55
628	2188	3	24.02
14553	170	7	81.59
101	23063	3	12.79
1953	14	32	61.03
18876	14	5	18.26
4447	501	3	27.32
2531	5211	3	37.56
345	9353	3	30.55
2	18286	9	67.13
2839	13896	4	64.25
13666	104	10	74.74
57	2565	4	15.79
24116	154	4	45.29
113	10372	4	25.68
104	5166	7	26.19
990	322	3	15.63
2969	12	22	23.83
3990	101	7	11.13
102	6531	3	5.58
7156	473	3	30.46
354	1907	6	48.24
130	1649	18	116.8
2703	710	3	25.98
101	1691	8	4.14
104	2841	9	26.22
5205	602	13	169.78
2	2221	8	7.39
45	756	3	19.58
9040	2892	18	341.44
159	2783	3	15.7
631	267	9	56.24
125	826	17	82.9
103	734	37	107.49
29462	101	3	15.52
19863	107	4	28.48
102	5071	7	19.99
299	10629	3	30.7
954	30831	3	47.21
118	24143	5	53.6
4260	46221	3	62.82
23199	1035	3	44.79
3853	101	5	5.03
1063	2641	4	39.73
5571	158	3	20.44
6807	14	9	18.68
21684	14	4	14.92
110	495	8	9.06
2136	113	4	11.19
29520	12	3	8.43
115	21062	3	24.2
8275	101	3	4.91
315	43818	3	47.53
4019	2	7	11.76
9186	2477	3	41.81
22715	12	5	16.65
235	251	3	6.22
31809	31821	4	112.66
113	2208	16	89.67
804	1377	3	22.85
1452	3884	5	59.09
7176	14	8	15.76
14628	101	4	13.94
29509	12	4	14.91
21985	14	4	14.92
6507	489	4	42.49
112	956	31	162.22
171	902	4	16.19
119	10759	10	93.33
22986	12	3	5.95
6131	12	9	8.71
8206	2012	7	106.19
10804	14	4	6.51
258	1116	10	73.84
1851	142	3	11.58
109	959	52	299.64
85	7	13	7.35
36732	16470	3	68.83
2453	109	36	249.71
4220	175	3	19.52
229	14	237	416.33
15	21919	5	89.08
108	400	9	8.62
194	1793	12	96.45
7447	295	7	78.6
4621	101	50	359.4
6221	243	3	25.31
24208	39461	3	77.9
112	1514	3	4.86
117	405	36	160.76
3745	784	4	40.76
2274	101	14	25.03
1250	102	75	367.57
777	261	5	27.09
464	6418	7	81.73
102	16375	5	26.21
6304	14	5	4.51
517	9370	4	46.51
1286	107	9	19.64
463	14	42	12.86
35553	2074	3	53.77
3593	444	3	25.16
756	8468	3	34.64
106	2275	5	9.49
107	2639	3	4.42
320	560	11	74.65
828	231	5	26.1
829	601	3	18.49
11285	105	3	11.95
197	453	3	8.4
1015	1366	3	23.98
1013	139	6	24
4565	106	3	6.9
10830	14	6	14.56
410	1310	6	45.92
2563	243	3	19.14
1090	102	30	79.09
27450	795	5	88.43
101	40898	3	22.15
107	10088	3	12.97
1864	716	10	104.36
12	19303	5	13.02
101	16913	3	10.28
336	2226	3	20.53
119	384	34	147.52
1886	217	3	16.67
1464	824	9	90.11
3003	633	15	181.11
2110	14	18	18.24
8023	105	19	144.05
104	652	28	68.25
2675	85	3	6.39
2352	132	3	11.68
20778	14	3	8.05
762	392	9	66.71
251	948	3	13.9
147	15170	3	26.92
3575	4920	3	39.41
158	239	13	44.9
19212	1333	4	62.02
161	3088	9	70.37
220	1315	3	14.74
385	931	3	16.57
6522	2394	3	39.05
4984	12	23	53.81
104	4896	3	6.02
13464	14	3	4.69
272	487	3	10.9
57	2259	8	40.66
5354	3059	3	39.02
28577	12	4	14.91
24259	8	6	68.87
118	1073	21	110.76
8063	14	4	4.05
9822	9	4	26.23
180	6313	3	22.76
123	102	905	3172.02
3177	101	7	8.44
2150	12	65	173.7
995	989	5	41.94
4481	12	48	209.4
5502	101	5	8.33
873	131	5	14.5
2130	2	14	24.15
12	744	39	6.89
2	1399	24	47.71
1559	5898	4	49.94
42566	12	3	14.81
155	179	7	10.69
24973	104	3	19.17
12595	851	5	69.81
351	709	7	45.53
2972	212	6	46.85
21332	14	3	8.05
7542	14	9	21.14
101	4702	4	3.98
103	5626	6	19.89
4477	2	7	13.08
1531	1380	4	37.33
27887	2	5	37.3
2583	2543	11	151.1
925	118	14	58.83
101	6389	4	6.42
2621	12	25	26.72
1563	193	4	22.07
14313	14	3	5.09
23336	101	3	12.79
793	538	3	17.72
101	2953	6	5.21
4689	133	3	16
429	305	7	37.16
21372	105	6	46.05
2	17383	3	10.5
2186	85	5	13.45
3819	2209	5	62.9
120	1435	3	6.71
1526	3329	5	57.91
120	9897	4	28
2612	106	3	3.84
12975	14	3	4.32
209	10718	3	28.54
505	560	4	22.78
27208	8	3	26.14
106	193	67	147.34
1149	102	13	16.68
135	2058	11	68.45
1342	1834	11	129.38
105	37783	3	27.5
6022	1032	3	33.54
28486	367	5	80.81
370	1149	13	113.88
27064	12	3	7.02
5316	1611	5	63.84
2309	1842	6	69.2
4419	101	11	29.2
236	3245	3	20.52
11011	14	5	10.25
595	193	5	21.3
25830	14	3	10.12
142	6781	4	29.07
107	474	15	22.07
135	1299	7	31.22
108	2580	6	19.31
854	136	4	11.18
18246	10016	3	57.85
278	8613	5	53.49
14744	3940	5	87.7
109	691	6	6.79
153	15162	3	27.63
111	289	9	7.89
11605	766	3	36.98
163	1157	18	132.82
4411	283	3	23.84
1018	4357	3	31.09
4114	12	21	34.26
7590	7523	5	86.04
1858	997	5	47.85
2	15075	3	9.32
615	105	17	25.99
114	409	5	3.98
7427	360	6	67.22
101	11756	3	7.36
102	10453	5	19.73
9476	12	8	13.87
125	9225	15	157.02
2055	174	12	93.69
147	5034	5	35.8
1575	1897	4	39.97
3149	106	4	8.32
21952	58	4	48.2
22917	12	3	5.95
2	12407	10	55.74
1668	102	8	8.39
1428	117	3	6
1429	728	3	22.47
2630	36169	4	79.66
639	14	46	35.89
224	124	33	116.68
2070	7902	3	39.43
1398	262	123	1714.41
3986	177	3	19.18
122	10413	9	83.46
105	4477	4	9.31
4078	5570	10	165.01
22610	14	3	8.97
106	914	6	5.22
109	1236	5	8.34
707	299	3	13.57
105	3019	9	27.48
227	604	13	84.79
170	7270	4	33.63
4736	102	7	18.83
6373	121	5	32.63
104	13486	11	86.06
3903	14	9	8.55
266	1784	6	43.89
10719	12	5	5.71
264	1536	6	42.03
26618	12	3	7.02
269	2345	3	19.47
1155	906	4	32.33
32479	12	3	10.48
504	17918	3	38.15
40700	2	3	22.38
15077	653	5	70.05
166	1411	9	57.45
643	326	3	13.5
109	2121	4	8.53
228	329	3	7.6
12727	85	3	17.07
18491	14670	4	84.24
9358	105	4	16.18
5139	102	4	7.29
6164	104	3	7.46
346	3142	4	32.72
109	5300	38	369.98
847	8926	5	64.75
2494	8743	3	41.31
11833	1947	4	59.26
13880	2182	5	80.4
224	141	12	30.56
44459	237	3	45.57
1457	559	3	21.15
9837	149	3	24
536	229	3	10.41
119	11299	10	95.02
31944	12	4	19.74
8222	28049	4	85.67
2373	102	9	16.13
3360	193	7	57.6
10208	14	6	13.24
2753	591	3	25.18
1697	735	5	44.32
679	121	5	10.45
143	5405	8	65.56
372	3281	10	103.52
6694	12	8	7.74
1041	3672	4	42.52
16065	622	3	38.7
404	2826	10	102.13
369	2	28	10.55
911	375	5	32.2
10949	12	5	5.71
5250	14	13	28.88
9	3544	3	10.43
2337	107	3	3.9
300	85	9	5.93
613	2879	5	47.92
22110	2	7	52.22
466	6599	3	29.76
109	6257	8	47.01
9901	14	9	27.98
14025	109	5	35.48
2382	102	14	36.32
349	12	72	6.69
20328	12	3	5.11
608	5200	6	68.02
109	710	21	70.19
105	1170	9	13.02
32177	2	4	29.84
195	2413	5	34.08
108	3945	4	13.16
6267	12	20	53.56
8476	1285	4	52.54
364	1395	3	18.3
14046	12	4	5.29
4671	14	9	11.36
139	10120	3	22.63
105	13593	3	13.18
3756	2803	5	65.23
341	1703	3	19
2856	415	7	66.81
2344	14	10	3.99
1231	671	11	106.49
39123	12	3	14.81
6711	101	5	10.54
19922	9	4	35.08
3065	498	5	46.61
5840	114	3	13.45
19245	12	6	18.68
12	1178	30	9.39
758	1189	3	21.72
101	3821	7	10.56
1300	12	53	64.85
1683	8	6	19.8
2	2448	21	57.7
4180	14	8	7.02
4306	3230	10	152.26
1336	85	5	9.43
2425	1401	19	259.2
2427	14	12	7.79
9882	102	4	13.45
11923	12	5	6.75
8918	320	3	29.76
15300	14	4	9.7
274	564	5	24.69
306	2090	3	19.59
101	34121	3	17.7
545	22299	5	76.48
1368	23333	3	46.38
31953	21898	4	103.1
999	123	5	13.83
24762	2	5	31.94
339	7351	19	267.3
101	21186	3	11.82
118	1738	20	122.19
1357	2669	5	54.41
1198	8	22	116.04
691	432	9	66.54
4775	7302	7	117.07
5150	105	21	132.1
57	7945	7	54.75
2455	7394	6	89.16
12	536	48	5.34
103	1461	6	5.28
7762	12	8	10.03
28551	223	3	38.44
1916	12	72	191.32
143	8959	3	22.12
1334	5830	4	48.82
2	5680	6	12.87
101	4500	8	16.64
959	883	39	488.98
859	2856	3	27.45
5976	355	3	27.5
102	5989	3	5
157	820	6	26.01
161	1314	3	11.85
101	2235	7	4.85
11761	12	7	14.21
21023	12	3	5.11
873	106	12	22.53
901	978	3	21.53
8714	14	8	19.41
