2509	1
16056	2
13760	3
14374	4
4749	5
759	6
6771	7
9722	8
16439	9
2464	10
1627	11
3566	12
18899	13
4456	14
3220	15
12443	16
12443	17
7053	18
25328	19
771	20
19557	21
10029	22
105	23
1351	24
14529	25
490	26
12012	27
14013	28
8036	29
25087	30
157	31
11251	32
24622	33
270	34
23813	35
14486	36
387	37
10469	38
9784	39
12560	40
15900	41
13407	42
1885	43
3823	44
9943	45
6378	46
18535	47
425	48
5418	49
17969	50
17782	51
13298	52
17064	53
2811	54
2033	55
13554	56
2802	57
9225	58
13773	59
3479	60
25643	61
1936	62
495	63
46	64
1538	65
20012	66
13792	67
9884	68
10914	69
1701	70
378	71
11755	72
12084	73
6853	74
12364	75
3833	76
1992	77
26029	78
13911	79
18585	80
3148	81
4851	82
12563	83
7903	84
4153	85
7732	86
16017	87
2771	88
20928	89
245	90
15569	91
15445	92
2698	93
10806	94
15255	95
10212	96
2158	97
25613	98
9602	99
22	100
7157	101
9158	102
9341	103
9337	104
18982	105
6835	106
10971	107
1546	108
24143	109
741	110
24371	111
5816	112
1215	113
9140	114
14411	115
6133	116
7742	117
21040	118
222	119
1601	120
37	121
13769	122
9396	123
10671	124
1362	125
5184	126
7857	127
6290	128
9033	129
579	130
10191	131
19800	132
2885	133
13280	134
818	135
1013	136
6678	137
3365	138
18368	139
8687	140
9121	141
9063	142
5709	143
11786	144
25715	145
3456	146
15497	147
13456	148
7830	149
1203	150
3797	151
6634	152
6891	153
4948	154
7019	155
16158	156
9385	157
16914	158
9791	159
4997	160
2504	161
8939	162
3144	163
22781	164
14737	165
2204	166
4980	167
10016	168
186	169
9303	170
12171	171
2776	172
7917	173
15825	174
6040	175
10407	176
11412	177
478	178
2907	179
16381	180
7297	181
5943	182
17848	183
16932	184
97	185
13912	186
23352	187
11258	188
13376	189
5459	190
4365	191
904	192
435	193
24180	194
1448	195
4125	196
21516	197
19148	198
60	199
1190	200
9396	201
15206	202
3107	203
9736	204
626	205
4771	206
7793	207
6466	208
19719	209
4771	210
920	211
2460	212
2796	213
6331	214
9019	215
3171	216
7071	217
5395	218
99	219
5383	220
3633	221
25389	222
1991	223
1619	224
19416	225
3554	226
11547	227
1973	228
4906	229
7539	230
2	231
2008	232
6263	233
919	234
7588	235
8066	236
15270	237
1757	238
1701	239
1631	240
118	241
12672	242
14331	243
12012	244
8747	245
5997	246
935	247
2655	248
7120	249
25665	250
11600	251
4590	252
13991	253
6903	254
5816	255
8666	256
1973	257
741	258
476	259
16885	260
585	261
7858	262
6033	263
3425	264
15737	265
4282	266
7435	267
213	268
14982	269
3996	270
16809	271
12198	272
162	273
4108	274
19583	275
6985	276
352	277
8514	278
13500	279
2787	280
733	281
840	282
45	283
17746	284
2875	285
1949	286
2230	287
426	288
1877	289
683	290
513	291
322	292
18571	293
967	294
2425	295
15160	296
8935	297
15933	298
20017	299
54	300
8379	301
813	302
109	303
152	304
340	305
8731	306
4159	307
15714	308
3	309
15	310
14557	311
3882	312
11400	313
1642	314
14466	315
7024	316
3308	317
17418	318
2628	319
15603	320
400	321
400	322
3397	323
12619	324
3397	325
1978	326
6764	327
19783	328
6808	329
3687	330
3999	331
2592	332
7256	333
18210	334
2534	335
11046	336
5344	337
4241	338
15604	339
9200	340
1405	341
16061	342
8761	343
5283	344
17031	345
13887	346
12377	347
19804	348
1134	349
2854	350
289	351
5146	352
10849	353
283	354
13313	355
7591	356
1247	357
1772	358
466	359
7644	360
15125	361
3994	362
15656	363
899	364
244	365
899	366
820	367
1359	368
14056	369
971	370
820	371
1337	372
7923	373
244	374
1511	375
7470	376
6541	377
6585	378
7827	379
349	380
9161	381
18810	382
18935	383
18077	384
2543	385
17420	386
9165	387
1202	388
3092	389
9736	390
22565	391
12421	392
9043	393
19215	394
5566	395
5116	396
2117	397
20537	398
16502	399
303	400
17536	401
11365	402
7514	403
12325	404
7265	405
7265	406
3948	407
13157	408
8384	409
1873	410
8598	411
2286	412
16967	413
8521	414
17229	415
880	416
880	417
18229	418
24225	419
1900	420
25514	421
4686	422
16916	423
268	424
2688	425
12103	426
18751	427
6464	428
11197	429
2089	430
1583	431
8783	432
5015	433
3444	434
11018	435
6447	436
22868	437
16298	438
14621	439
5773	440
2774	441
21445	442
18137	443
10945	444
16233	445
8722	446
392	447
6321	448
2177	449
7541	450
4304	451
10564	452
13092	453
10013	454
22956	455
19243	456
5168	457
24422	458
3068	459
10275	460
25461	461
20236	462
25770	463
10041	464
15365	465
12	466
4384	467
13784	468
16906	469
27	470
2081	471
6374	472
2949	473
2713	474
4624	475
23643	476
5973	477
411	478
21191	479
7235	480
1940	481
24625	482
2303	483
20214	484
1900	485
1928	486
11601	487
2126	488
9553	489
4799	490
63	491
3009	492
394	493
34	494
2668	495
862	496
484	497
8931	498
14966	499
980	500
1755	501
2345	502
105	503
18142	504
1282	505
81	506
4245	507
13335	508
25019	509
858	510
2362	511
3467	512
1188	513
9792	514
2469	515
96	516
17221	517
24333	518
17863	519
24955	520
13100	521
4658	522
15028	523
324	524
23398	525
8070	526
19046	527
5130	528
125	529
149	530
15029	531
5207	532
13578	533
3912	534
5429	535
22947	536
6419	537
4281	538
12832	539
14892	540
24064	541
4062	542
853	543
14170	544
7003	545
7075	546
3164	547
19149	548
6173	549
11756	550
16289	551
6388	552
14236	553
18669	554
14528	555
7311	556
10779	557
8757	558
15377	559
7243	560
6312	561
20969	562
7480	563
2218	564
11650	565
11112	566
2985	567
201	568
15128	569
19815	570
5701	571
2464	572
1743	573
5716	574
5262	575
10297	576
14170	577
12042	578
3043	579
7657	580
10504	581
4904	582
24685	583
853	584
853	585
11932	586
13627	587
3206	588
1173	589
446	590
8990	591
2397	592
6533	593
25962	594
4288	595
11572	596
9624	597
2881	598
14493	599
8571	600
19992	601
12255	602
5026	603
3206	604
1289	605
2679	606
438	607
1724	608
267	609
17127	610
7385	611
4888	612
482	613
1403	614
9090	615
3933	616
11967	617
758	618
2879	619
12003	620
5973	621
5840	622
4622	623
829	624
2261	625
42	626
14719	627
8225	628
5247	629
21488	630
17899	631
10599	632
117	633
5467	634
1457	635
13477	636
19233	637
20291	638
8619	639
7134	640
911	641
8439	642
456	643
667	644
3766	645
7134	646
541	647
922	648
23347	649
2384	650
20585	651
10358	652
21994	653
15131	654
4322	655
16695	656
13362	657
10259	658
15932	659
11066	660
2663	661
5435	662
14664	663
14516	664
23155	665
1285	666
4160	667
3522	668
19064	669
6476	670
6476	671
8876	672
24321	673
18055	674
18494	675
9925	676
14058	677
571	678
18683	679
13223	680
17572	681
3283	682
568	683
5346	684
1142	685
72	686
605	687
25936	688
2216	689
2160	690
13045	691
7721	692
13045	693
19094	694
13045	695
3919	696
12883	697
8898	698
8357	699
9964	700
15649	701
13158	702
17577	703
11770	704
8098	705
17795	706
24669	707
24511	708
4987	709
6329	710
7637	711
13699	712
25083	713
17372	714
17476	715
12353	716
12472	717
24325	718
13256	719
19873	720
4203	721
12404	722
11239	723
4204	724
8914	725
14434	726
10751	727
12	728
2159	729
6487	730
14355	731
15782	732
22769	733
2276	734
8199	735
12757	736
457	737
5254	738
1802	739
5394	740
4013	741
5411	742
15173	743
814	744
284	745
5804	746
7400	747
896	748
9155	749
9154	750
13070	751
12451	752
8127	753
25568	754
657	755
16022	756
13645	757
591	758
16748	759
23662	760
23649	761
1979	762
2327	763
10666	764
248	765
4892	766
2112	767
4007	768
5411	769
8518	770
8518	771
1234	772
6157	773
8692	774
24198	775
4303	776
9168	777
5215	778
1358	779
1606	780
660	781
12845	782
7995	783
376	784
2991	785
1556	786
7999	787
8679	788
11886	789
4426	790
25373	791
13796	792
7911	793
13569	794
5952	795
3596	796
344	797
10392	798
472	799
19016	800
9459	801
1983	802
240	803
4634	804
6534	805
17208	806
3335	807
19624	808
6344	809
4773	810
2539	811
1418	812
13763	813
14385	814
9487	815
13405	816
12795	817
5104	818
4378	819
4201	820
6731	821
12922	822
8470	823
8470	824
16550	825
13469	826
18583	827
6946	828
5041	829
16008	830
9786	831
18239	832
5822	833
4378	834
16151	835
13676	836
10960	837
15117	838
10170	839
14310	840
9543	841
1671	842
8604	843
13732	844
12318	845
12642	846
14711	847
16356	848
11709	849
13385	850
7289	851
3597	852
10205	853
9487	854
13992	855
1668	856
24903	857
25157	858
6225	859
15167	860
21208	861
18562	862
8910	863
7520	864
22275	865
12020	866
19304	867
25687	868
19245	869
15395	870
15403	871
11091	872
8715	873
