3659	1
19894	2
31605	3
21242	4
64759	5
62073	6
7460	7
3659	8
36695	9
68245	10
60174	11
33644	12
10841	13
35387	14
10841	15
9130	16
18300	17
50874	18
37759	19
9202	20
11027	21
67207	22
69348	23
48275	24
32247	25
39579	26
4896	27
41862	28
38331	29
31608	30
74050	31
52890	32
3403	33
59754	34
3012	35
117	36
36	37
26548	38
67870	39
3479	40
23746	41
16893	42
48909	43
41854	44
4841	45
70998	46
28840	47
551	48
18850	49
66453	50
1535	51
62994	52
70000	53
1298	54
39645	55
41889	56
9872	57
30944	58
49122	59
42923	60
44411	61
62729	62
7562	63
50743	64
7979	65
6006	66
11209	67
29780	68
11489	69
29372	70
69166	71
5354	72
71804	73
8982	74
19888	75
74778	76
577	77
382	78
68010	79
47688	80
21893	81
14499	82
12187	83
3988	84
1863	85
4595	86
14873	87
36022	88
32441	89
54856	90
4698	91
182	92
17217	93
14491	94
60409	95
14321	96
59087	97
66161	98
16746	99
13821	100
63423	101
68425	102
61873	103
67798	104
14332	105
1697	106
10921	107
50162	108
57694	109
63777	110
35857	111
13757	112
45623	113
12749	114
33681	115
12348	116
17933	117
45985	118
1510	119
63072	120
6157	121
74271	122
46232	123
46214	124
41210	125
43178	126
26228	127
66594	128
8458	129
76422	130
74281	131
22292	132
16870	133
25783	134
7731	135
28211	136
64859	137
1056	138
61627	139
36	140
17993	141
6914	142
74699	143
4433	144
14152	145
2504	146
1322	147
29663	148
7102	149
10175	150
69440	151
75359	152
511	153
30166	154
3020	155
6506	156
61844	157
4324	158
69465	159
23596	160
13828	161
64753	162
47731	163
42560	164
2	165
2292	166
17151	167
7294	168
75934	169
455	170
38989	171
3086	172
307	173
40238	174
54903	175
39203	176
10807	177
5023	178
11838	179
8182	180
66979	181
12505	182
13610	183
47036	184
4218	185
45293	186
18805	187
72234	188
64124	189
19921	190
33641	191
8598	192
5326	193
42815	194
59563	195
45992	196
74366	197
14127	198
21874	199
938	200
56811	201
70549	202
37753	203
66652	204
23606	205
5035	206
25522	207
50901	208
39559	209
11950	210
43623	211
42174	212
9020	213
46072	214
41922	215
5574	216
9528	217
5796	218
17	219
3113	220
31752	221
10297	222
21755	223
20066	224
67275	225
57068	226
3300	227
61793	228
63059	229
