3263	15974	3	49.35
101	18005	4	17.66
112	10043	6	39.84
1038	129	3	7.01
130	636	5	12.24
128	1891	5	21.77
25138	14	3	9.29
1626	121	3	8.04
102	1976	7	7.77
18127	12	3	6.32
2559	316	3	22.2
575	274	4	19.28
104	7801	4	11.17
14135	14	3	4.81
8	9790	11	93.26
1442	14	19	13.46
2465	102	5	4.69
108	41689	3	29.54
1376	177	14	107.68
117	12427	3	19.64
5057	4341	3	42.5
102	1137	13	16.17
2469	12	18	25.28
694	777	3	20.42
6927	3760	4	60.7
4299	12	8	7.81
2764	4848	5	71.17
129	18192	3	25.32
869	24218	3	45.63
755	873	87	1289.62
757	108	5	3.98
3371	232	13	134.6
116	11863	3	19
110	43237	3	30.09
152	37610	3	35.39
101	7279	10	40.58
11389	14	6	15.38
9335	104	4	13.06
103	2813	11	28.24
3801	107	4	11.77
1145	8	10	32.76
104	583	80	290.87
282	330	3	9.67
254	286	4	12.58
216	256	3	6.31
8720	12	12	40.64
16624	193	8	106.73
128	598	4	7.56
2793	14242	3	47.13
18488	3399	6	112.65
517	129	4	6.75
545	118	6	10.41
103	5075	5	11.16
1092	2499	3	29.81
5085	102	8	24.19
212	137	12	25.41
306	3930	5	46.26
13382	129	3	22.75
623	310	7	44.47
120	119	52	54.35
2859	144	3	14.78
5734	44518	3	65.29
9812	15199	3	56.28
5097	12	11	20.06
141	44919	3	38.64
103	22171	4	22.13
21689	14	4	13.81
119	11158	9	81.69
12948	8	5	36.04
1086	633	3	21.76
112	6577	11	76.51
2489	420	14	159.48
444	1867	3	22.95
122	8290	13	123.61
439	416	4	21.49
3268	128	3	13.17
110	33160	4	40.12
140	3307	3	15
12676	14	3	3.99
101	9845	13	75.75
1062	14011	4	58.05
10002	34289	3	64.67
5485	835	8	105.74
882	3004	3	29.73
6640	1901	5	71.13
2126	295	3	20.7
13549	2904	4	65.2
129	14999	8	85.14
8108	4570	10	182.96
2183	122	4	15.09
115	3306	8	43.6
6135	12	8	12.85
5820	109	9	51.68
1286	259	3	16.91
